name,data,hit,false_alarm,miss,correct_rejection,hit_catched,time_duration,mode,all_latencies,all_times_checked
Sub35_B20_1N,"0, 9, 6, 0, 5, 8, 2, 2, 8, 4, 6, 1, 4, 3, 9, 5, 4, 9, 3, 5, 0, 7, 5, 5, 5, 3, 5, 1, 1, 4, 5, 1, 7, 8, 8, 7, 2, 5, 2, 1, 5, 8, 7, 9, 2, 7, 3, 3, 9, 3, 1, 5, 1, 8, 5, 2, 7, 3, 1, 7, 6, 6, 6, 6, 5, 8, 2, 9, 8, 3, 7, 5, 3, 5, 9, 4, 0, 9, 0, 4, 3, 1, 4, 7, 3, 6, 7, 6, 0, 8, 9, 0",12,15,8,54,"{0: ([0, 9, 6, 0], '00:11', 0.465), 23: ([5, 5, 3, 5], '01:26', 0.669), 28: ([1, 4, 5, 1], '01:43', 1.554), 32: ([7, 8, 8, 7], '01:55', 1.162), 46: ([3, 3, 9, 3], '02:41', 1.656), 56: ([7, 3, 1, 7], '03:13', 1.152), 60: ([6, 6, 6, 6], '03:26', 0.436), 65: ([8, 2, 9, 8], '03:42', 0.763), 69: ([3, 7, 5, 3], '03:57', 2.237), 74: ([9, 4, 0, 9], '04:12', 0.869), 79: ([4, 3, 1, 4], '04:29', 1.773), 88: ([0, 8, 9, 0], '04:58', 1.409)}",4:59,3,"[0.465, 0.669, 1.554, 1.162, 1.656, 1.152, 0.436, 0.763, 2.237, 0.869, 1.773, 1.409]","['00:11', '01:26', '01:43', '01:55', '02:41', '03:13', '03:26', '03:42', '03:57', '04:12', '04:29', '04:58']"
Sub35_B20_2C,"8, 7, 1, 8, 1, 5, 9, 8, 5, 3, 2, 3, 3, 5, 8, 7, 3, 8, 5, 1, 1, 1, 1, 4, 7, 3, 4, 1, 0, 3, 2, 0, 2, 0, 8, 2, 9, 7, 3, 3, 7, 5, 8, 5, 8, 8, 1, 9, 3, 1, 2, 0, 2, 1, 0, 6, 8, 1, 2, 8, 5, 3, 7, 5, 7, 6, 1, 5, 6, 6, 3, 2, 6, 1, 1, 9, 2, 1, 1, 0, 6, 2, 0, 0, 8, 9, 0, 7, 4, 4, 2, 4",16,10,4,59,"{0: ([8, 7, 1, 8], '00:11', 0.748), 5: ([5, 9, 8, 5], '00:28', 1.609), 9: ([3, 2, 3, 3], '00:41', 1.288), 19: ([1, 1, 1, 1], '01:13', 0.685), 23: ([4, 7, 3, 4], '01:26', 0.77), 28: ([0, 3, 2, 0], '01:42', 0.373), 37: ([7, 3, 3, 7], '02:13', 2.88), 42: ([8, 5, 8, 8], '02:27', 0.61), 46: ([1, 9, 3, 1], '02:41', 1.338), 51: ([0, 2, 1, 0], '02:57', 0.627), 60: ([5, 3, 7, 5], '03:26', 0.769), 69: ([6, 3, 2, 6], '03:55', 0.704), 74: ([1, 9, 2, 1], '04:12', 1.753), 79: ([0, 6, 2, 0], '04:27', 0.486), 83: ([0, 8, 9, 0], '04:41', 0.589), 88: ([4, 4, 2, 4], '04:57', 0.418)}",4:59,3,"[0.748, 1.609, 1.288, 0.685, 0.77, 0.373, 2.88, 0.61, 1.338, 0.627, 0.769, 0.704, 1.753, 0.486, 0.589, 0.418]","['00:11', '00:28', '00:41', '01:13', '01:26', '01:42', '02:13', '02:27', '02:41', '02:57', '03:26', '03:55', '04:12', '04:27', '04:41', '04:57']"
Sub36_B25_1C,"7, 6, 8, 7, 2, 3, 0, 6, 3, 5, 0, 1, 5, 5, 4, 9, 3, 4, 8, 2, 9, 1, 2, 1, 6, 6, 1, 5, 1, 6, 6, 1, 8, 7, 8, 8, 8, 1, 0, 2, 1, 9, 9, 9, 3, 9, 1, 5, 6, 1, 9, 1, 2, 5, 1, 7, 2, 7, 2, 2, 3, 5, 9, 3, 6, 4, 6, 8, 4, 4, 9, 5, 4, 0, 3, 6, 6, 3, 7, 7, 2, 0, 7, 7, 3, 1, 7, 4, 6, 2, 6, 6",16,0,4,69,"{0: ([7, 6, 8, 7], '00:12', 1.493), 5: ([3, 0, 6, 3], '00:28', 1.461), 9: ([5, 0, 1, 5], '00:40', 0.871), 19: ([2, 9, 1, 2], '01:13', 0.783), 23: ([1, 6, 6, 1], '01:26', 1.014), 42: ([9, 9, 3, 9], '02:28', 0.914), 46: ([1, 5, 6, 1], '02:41', 1.23), 51: ([1, 2, 5, 1], '02:57', 0.736), 56: ([2, 7, 2, 2], '03:14', 1.701), 60: ([3, 5, 9, 3], '03:26', 1.071), 65: ([4, 6, 8, 4], '03:43', 1.244), 69: ([4, 9, 5, 4], '03:56', 1.084), 74: ([3, 6, 6, 3], '04:12', 1.477), 79: ([7, 2, 0, 7], '04:28', 1.04), 83: ([7, 3, 1, 7], '04:41', 1.185), 88: ([6, 2, 6, 6], '04:57', 1.011)}",4:59,3,"[1.493, 1.461, 0.871, 0.783, 1.014, 0.914, 1.23, 0.736, 1.701, 1.071, 1.244, 1.084, 1.477, 1.04, 1.185, 1.011]","['00:12', '00:28', '00:40', '01:13', '01:26', '02:28', '02:41', '02:57', '03:14', '03:26', '03:43', '03:56', '04:12', '04:28', '04:41', '04:57']"
Sub36_B25_2C,"5, 4, 4, 5, 5, 2, 2, 2, 2, 4, 3, 8, 4, 8, 1, 0, 3, 1, 3, 5, 2, 4, 5, 4, 8, 1, 4, 3, 6, 8, 4, 6, 9, 3, 8, 9, 0, 5, 7, 3, 5, 5, 2, 1, 4, 2, 6, 9, 6, 6, 2, 7, 5, 4, 7, 4, 1, 2, 6, 1, 0, 4, 9, 0, 3, 7, 7, 9, 7, 5, 4, 2, 5, 6, 6, 6, 8, 6, 0, 7, 1, 1, 7, 9, 2, 1, 9, 6, 4, 7, 4, 4",15,3,5,66,"{0: ([5, 4, 4, 5], '00:12', 1.406), 19: ([5, 2, 4, 5], '01:13', 1.047), 23: ([4, 8, 1, 4], '01:27', 1.845), 28: ([6, 8, 4, 6], '01:43', 1.437), 32: ([9, 3, 8, 9], '01:55', 1.108), 42: ([2, 1, 4, 2], '02:28', 0.834), 46: ([6, 9, 6, 6], '02:42', 1.984), 51: ([7, 5, 4, 7], '02:57', 0.684), 56: ([1, 2, 6, 1], '03:13', 0.365), 60: ([0, 4, 9, 0], '03:26', 0.497), 69: ([5, 4, 2, 5], '03:55', 0.923), 74: ([6, 6, 8, 6], '04:12', 1.578), 79: ([7, 1, 1, 7], '04:28', 0.715), 83: ([9, 2, 1, 9], '04:41', 0.76), 88: ([4, 7, 4, 4], '04:57', 0.526)}",4:59,3,"[1.406, 1.047, 1.845, 1.437, 1.108, 0.834, 1.984, 0.684, 0.365, 0.497, 0.923, 1.578, 0.715, 0.76, 0.526]","['00:12', '01:13', '01:27', '01:43', '01:55', '02:28', '02:42', '02:57', '03:13', '03:26', '03:55', '04:12', '04:28', '04:41', '04:57']"
Sub59_G22_1N,"7, 5, 5, 7, 9, 4, 6, 4, 4, 4, 2, 5, 4, 3, 0, 6, 5, 0, 2, 4, 3, 8, 4, 4, 5, 9, 4, 9, 5, 2, 3, 5, 4, 1, 8, 4, 2, 3, 2, 6, 3, 4, 0, 1, 3, 0, 3, 4, 4, 3, 0, 5, 5, 2, 5, 2, 1, 9, 6, 1, 7, 8, 2, 7, 6, 7, 8, 8, 7, 6, 3, 3, 6, 9, 1, 2, 8, 1, 3, 6, 5, 4, 6, 3, 0, 2, 3, 9, 1, 0, 7, 1",18,5,2,64,"{0: ([7, 5, 5, 7], '00:11', 0.848), 5: ([4, 6, 4, 4], '00:28', 1.707), 9: ([4, 2, 5, 4], '00:40', 0.81), 14: ([0, 6, 5, 0], '00:57', 0.804), 19: ([4, 3, 8, 4], '01:14', 1.743), 23: ([4, 5, 9, 4], '01:26', 1.113), 32: ([4, 1, 8, 4], '01:56', 1.722), 37: ([3, 2, 6, 3], '02:12', 1.183), 42: ([0, 1, 3, 0], '02:28', 1.13), 46: ([3, 4, 4, 3], '02:41', 1.312), 51: ([5, 5, 2, 5], '02:58', 1.55), 56: ([1, 9, 6, 1], '03:13', 0.453), 60: ([7, 8, 2, 7], '03:26', 0.587), 65: ([7, 8, 8, 7], '03:43', 1.094), 69: ([6, 3, 3, 6], '03:56', 1.23), 74: ([1, 2, 8, 1], '04:12', 1.297), 79: ([6, 5, 4, 6], '04:28', 1.316), 88: ([1, 0, 7, 1], '04:57', 0.997)}",4:59,3,"[0.848, 1.707, 0.81, 0.804, 1.743, 1.113, 1.722, 1.183, 1.13, 1.312, 1.55, 0.453, 0.587, 1.094, 1.23, 1.297, 1.316, 0.997]","['00:11', '00:28', '00:40', '00:57', '01:14', '01:26', '01:56', '02:12', '02:28', '02:41', '02:58', '03:13', '03:26', '03:43', '03:56', '04:12', '04:28', '04:57']"
Sub59_G22_2C,"2, 6, 0, 2, 7, 4, 6, 1, 4, 0, 3, 2, 0, 6, 4, 3, 7, 4, 2, 0, 9, 5, 0, 5, 0, 1, 5, 9, 2, 7, 2, 2, 8, 5, 9, 8, 3, 6, 4, 9, 6, 5, 3, 2, 9, 3, 1, 6, 0, 1, 7, 6, 3, 5, 6, 2, 6, 1, 8, 6, 6, 2, 7, 6, 3, 8, 0, 1, 8, 4, 8, 5, 4, 6, 0, 6, 3, 0, 9, 9, 9, 0, 9, 2, 2, 3, 2, 0, 9, 7, 2, 9",17,2,3,67,"{0: ([2, 6, 0, 2], '00:11', 0.717), 5: ([4, 6, 1, 4], '00:27', 0.531), 9: ([0, 3, 2, 0], '00:40', 0.496), 14: ([4, 3, 7, 4], '00:57', 1.204), 19: ([0, 9, 5, 0], '01:13', 1.048), 23: ([5, 0, 1, 5], '01:26', 0.879), 28: ([2, 7, 2, 2], '01:42', 1.112), 32: ([8, 5, 9, 8], '01:55', 0.492), 37: ([6, 4, 9, 6], '02:13', 2.623), 42: ([3, 2, 9, 3], '02:28', 0.987), 56: ([6, 1, 8, 6], '03:13', 0.982), 60: ([6, 2, 7, 6], '03:26', 1.205), 65: ([8, 0, 1, 8], '03:42', 0.61), 69: ([4, 8, 5, 4], '03:55', 0.934), 79: ([9, 9, 0, 9], '04:28', 1.021), 83: ([2, 2, 3, 2], '04:41', 1.193), 88: ([9, 7, 2, 9], '04:58', 1.936)}",4:59,3,"[0.717, 0.531, 0.496, 1.204, 1.048, 0.879, 1.112, 0.492, 2.623, 0.987, 0.982, 1.205, 0.61, 0.934, 1.021, 1.193, 1.936]","['00:11', '00:27', '00:40', '00:57', '01:13', '01:26', '01:42', '01:55', '02:13', '02:28', '03:13', '03:26', '03:42', '03:55', '04:28', '04:41', '04:58']"
Sub52_G24_1C,"2, 2, 7, 2, 8, 6, 7, 2, 6, 3, 9, 5, 3, 1, 0, 8, 7, 0, 3, 1, 1, 0, 1, 7, 2, 4, 7, 7, 1, 8, 1, 1, 3, 5, 9, 3, 0, 6, 1, 1, 6, 9, 6, 5, 1, 6, 2, 8, 0, 2, 4, 7, 4, 7, 7, 9, 2, 1, 7, 2, 8, 5, 8, 8, 0, 1, 6, 5, 1, 7, 3, 9, 7, 5, 0, 4, 7, 0, 0, 2, 6, 8, 2, 9, 1, 9, 9, 8, 1, 4, 9, 1",14,4,6,65,"{14: ([0, 8, 7, 0], '00:57', 0.942), 19: ([1, 1, 0, 1], '01:12', 0.428), 23: ([7, 2, 4, 7], '01:26', 1.497), 28: ([1, 8, 1, 1], '01:42', 0.618), 32: ([3, 5, 9, 3], '01:55', 0.427), 37: ([6, 1, 1, 6], '02:11', 0.573), 42: ([6, 5, 1, 6], '02:28', 1.219), 46: ([2, 8, 0, 2], '02:41', 1.446), 65: ([1, 6, 5, 1], '03:44', 2.336), 69: ([7, 3, 9, 7], '03:55', 0.915), 74: ([0, 4, 7, 0], '04:11', 0.698), 79: ([2, 6, 8, 2], '04:27', 0.423), 83: ([9, 1, 9, 9], '04:41', 1.33), 88: ([1, 4, 9, 1], '04:58', 1.387)}",4:59,3,"[0.942, 0.428, 1.497, 0.618, 0.427, 0.573, 1.219, 1.446, 2.336, 0.915, 0.698, 0.423, 1.33, 1.387]","['00:57', '01:12', '01:26', '01:42', '01:55', '02:11', '02:28', '02:41', '03:44', '03:55', '04:11', '04:27', '04:41', '04:58']"
Sub52_G24_2C,"3, 9, 4, 3, 7, 8, 4, 3, 8, 7, 0, 9, 7, 8, 6, 0, 6, 6, 3, 7, 8, 7, 7, 1, 6, 8, 1, 5, 4, 4, 6, 4, 0, 2, 9, 0, 6, 6, 1, 3, 6, 4, 1, 8, 5, 1, 4, 9, 0, 4, 2, 6, 5, 3, 6, 4, 0, 2, 0, 0, 5, 3, 3, 5, 1, 1, 2, 5, 1, 7, 3, 5, 7, 7, 4, 9, 3, 4, 7, 4, 5, 6, 4, 3, 1, 5, 3, 8, 9, 9, 9, 9",20,0,0,69,"{0: ([3, 9, 4, 3], '00:12', 1.621), 5: ([8, 4, 3, 8], '00:27', 0.502), 9: ([7, 0, 9, 7], '00:40', 0.592), 14: ([6, 0, 6, 6], '00:56', 0.541), 19: ([7, 8, 7, 7], '01:13', 0.755), 23: ([1, 6, 8, 1], '01:26', 0.59), 28: ([4, 4, 6, 4], '01:42', 0.64), 32: ([0, 2, 9, 0], '01:55', 0.553), 37: ([6, 1, 3, 6], '02:11', 0.46), 42: ([1, 8, 5, 1], '02:27', 0.459), 46: ([4, 9, 0, 4], '02:41', 0.983), 51: ([6, 5, 3, 6], '02:56', 0.374), 56: ([0, 2, 0, 0], '03:13', 0.614), 60: ([5, 3, 3, 5], '03:26', 0.538), 65: ([1, 2, 5, 1], '03:42', 0.632), 69: ([7, 3, 5, 7], '03:55', 0.625), 74: ([4, 9, 3, 4], '04:11', 0.619), 79: ([4, 5, 6, 4], '04:27', 0.474), 83: ([3, 1, 5, 3], '04:42', 2.09), 88: ([9, 9, 9, 9], '04:57', 0.612)}",4:59,3,"[1.621, 0.502, 0.592, 0.541, 0.755, 0.59, 0.64, 0.553, 0.46, 0.459, 0.983, 0.374, 0.614, 0.538, 0.632, 0.625, 0.619, 0.474, 2.09, 0.612]","['00:12', '00:27', '00:40', '00:56', '01:13', '01:26', '01:42', '01:55', '02:11', '02:27', '02:41', '02:56', '03:13', '03:26', '03:42', '03:55', '04:11', '04:27', '04:42', '04:57']"
Sub50_G23_1C,"7, 3, 5, 7, 7, 7, 1, 9, 7, 2, 5, 8, 2, 0, 6, 9, 8, 6, 7, 4, 5, 1, 4, 9, 6, 5, 9, 9, 0, 4, 1, 0, 8, 9, 7, 8, 5, 5, 0, 4, 5, 3, 6, 0, 7, 6, 1, 9, 2, 1, 0, 1, 0, 5, 1, 3, 1, 0, 2, 1, 2, 9, 2, 2, 5, 9, 6, 2, 9, 8, 7, 7, 8, 8, 9, 4, 5, 9, 2, 1, 6, 7, 1, 1, 6, 9, 1, 9, 1, 9, 1, 1",13,3,7,66,"{0: ([7, 3, 5, 7], '00:11', 0.443), 5: ([7, 1, 9, 7], '00:27', 0.525), 9: ([2, 5, 8, 2], '00:40', 0.455), 19: ([4, 5, 1, 4], '01:13', 1.433), 23: ([9, 6, 5, 9], '01:27', 1.803), 42: ([6, 0, 7, 6], '02:27', 0.419), 46: ([1, 9, 2, 1], '02:40', 0.629), 60: ([2, 9, 2, 2], '03:26', 1.228), 69: ([8, 7, 7, 8], '03:55', 0.701), 74: ([9, 4, 5, 9], '04:11', 0.385), 79: ([1, 6, 7, 1], '04:28', 1.199), 83: ([1, 6, 9, 1], '04:40', 0.42), 88: ([1, 9, 1, 1], '04:57', 0.712)}",4:59,3,"[0.443, 0.525, 0.455, 1.433, 1.803, 0.419, 0.629, 1.228, 0.701, 0.385, 1.199, 0.42, 0.712]","['00:11', '00:27', '00:40', '01:13', '01:27', '02:27', '02:40', '03:26', '03:55', '04:11', '04:28', '04:40', '04:57']"
Sub50_G23_2C,"7, 7, 6, 7, 3, 0, 5, 5, 0, 6, 1, 2, 6, 3, 1, 4, 7, 1, 1, 5, 9, 2, 5, 4, 4, 2, 4, 5, 5, 9, 3, 5, 2, 2, 1, 2, 9, 5, 0, 6, 5, 9, 0, 2, 2, 0, 4, 8, 6, 4, 1, 2, 0, 6, 2, 3, 5, 7, 0, 5, 4, 3, 1, 4, 8, 9, 6, 2, 9, 1, 3, 6, 1, 6, 3, 9, 8, 3, 3, 5, 9, 8, 5, 7, 2, 7, 7, 7, 9, 9, 5, 9",16,4,4,65,"{0: ([7, 7, 6, 7], '00:11', 0.647), 5: ([0, 5, 5, 0], '00:28', 1.751), 9: ([6, 1, 2, 6], '00:40', 0.874), 14: ([1, 4, 7, 1], '00:56', 0.413), 19: ([5, 9, 2, 5], '01:13', 0.76), 28: ([5, 9, 3, 5], '01:42', 0.385), 32: ([2, 2, 1, 2], '01:56', 1.291), 42: ([0, 2, 2, 0], '02:28', 0.975), 46: ([4, 8, 6, 4], '02:40', 0.391), 56: ([5, 7, 0, 5], '03:13', 0.946), 60: ([4, 3, 1, 4], '03:26', 0.496), 65: ([9, 6, 2, 9], '03:42', 0.759), 69: ([1, 3, 6, 1], '03:55', 0.494), 79: ([5, 9, 8, 5], '04:28', 1.461), 83: ([7, 2, 7, 7], '04:40', 0.429), 88: ([9, 9, 5, 9], '04:58', 1.709)}",4:59,3,"[0.647, 1.751, 0.874, 0.413, 0.76, 0.385, 1.291, 0.975, 0.391, 0.946, 0.496, 0.759, 0.494, 1.461, 0.429, 1.709]","['00:11', '00:28', '00:40', '00:56', '01:13', '01:42', '01:56', '02:28', '02:40', '03:13', '03:26', '03:42', '03:55', '04:28', '04:40', '04:58']"
Sub58_G21_1C,"2, 2, 7, 2, 4, 6, 3, 3, 6, 6, 7, 0, 6, 5, 1, 8, 3, 1, 4, 7, 9, 6, 7, 1, 7, 6, 1, 6, 4, 2, 9, 4, 3, 3, 3, 3, 0, 6, 8, 6, 6, 0, 0, 4, 4, 0, 9, 7, 1, 9, 9, 7, 8, 1, 7, 5, 4, 3, 4, 4, 1, 6, 0, 1, 8, 8, 2, 4, 8, 3, 1, 2, 3, 7, 8, 7, 8, 8, 5, 2, 9, 7, 2, 2, 2, 7, 2, 8, 0, 0, 0, 0",15,3,5,66,"{0: ([2, 2, 7, 2], '00:11', 0.92), 5: ([6, 3, 3, 6], '00:27', 0.888), 14: ([1, 8, 3, 1], '00:58', 1.917), 19: ([7, 9, 6, 7], '01:13', 0.834), 28: ([4, 2, 9, 4], '01:44', 2.358), 37: ([6, 8, 6, 6], '02:11', 0.949), 42: ([0, 4, 4, 0], '02:27', 0.624), 46: ([9, 7, 1, 9], '02:41', 1.415), 51: ([7, 8, 1, 7], '02:57', 1.27), 56: ([4, 3, 4, 4], '03:13', 0.925), 60: ([1, 6, 0, 1], '03:27', 1.497), 65: ([8, 2, 4, 8], '03:43', 1.781), 69: ([3, 1, 2, 3], '03:56', 1.234), 79: ([2, 9, 7, 2], '04:28', 1.132), 83: ([2, 2, 7, 2], '04:41', 1.178)}",4:59,3,"[0.92, 0.888, 1.917, 0.834, 2.358, 0.949, 0.624, 1.415, 1.27, 0.925, 1.497, 1.781, 1.234, 1.132, 1.178]","['00:11', '00:27', '00:58', '01:13', '01:44', '02:11', '02:27', '02:41', '02:57', '03:13', '03:27', '03:43', '03:56', '04:28', '04:41']"
Sub58_G21_2C,"9, 4, 2, 9, 3, 7, 7, 0, 7, 1, 7, 2, 1, 8, 5, 0, 5, 5, 4, 8, 2, 0, 8, 5, 1, 2, 5, 2, 8, 7, 3, 8, 3, 0, 0, 3, 9, 3, 6, 0, 3, 3, 1, 2, 9, 1, 4, 4, 7, 4, 5, 5, 5, 4, 5, 3, 0, 1, 7, 0, 9, 5, 7, 9, 4, 6, 3, 3, 6, 6, 1, 1, 6, 9, 2, 5, 8, 2, 1, 4, 7, 4, 4, 4, 1, 3, 4, 7, 4, 0, 8, 4",12,2,8,67,"{0: ([9, 4, 2, 9], '00:11', 1.197), 5: ([7, 7, 0, 7], '00:27', 0.601), 9: ([1, 7, 2, 1], '00:40', 0.761), 23: ([5, 1, 2, 5], '01:26', 0.707), 46: ([4, 4, 7, 4], '02:41', 0.934), 51: ([5, 5, 4, 5], '02:57', 0.677), 56: ([0, 1, 7, 0], '03:14', 2.064), 60: ([9, 5, 7, 9], '03:26', 1.098), 65: ([6, 3, 3, 6], '03:42', 0.699), 69: ([6, 1, 1, 6], '03:56', 1.384), 74: ([2, 5, 8, 2], '04:12', 1.488), 79: ([4, 7, 4, 4], '04:28', 0.67)}",4:59,3,"[1.197, 0.601, 0.761, 0.707, 0.934, 0.677, 2.064, 1.098, 0.699, 1.384, 1.488, 0.67]","['00:11', '00:27', '00:40', '01:26', '02:41', '02:57', '03:14', '03:26', '03:42', '03:56', '04:12', '04:28']"
Sub54_G20_1C,"5, 3, 9, 5, 2, 4, 2, 0, 4, 9, 3, 3, 9, 6, 5, 5, 9, 5, 1, 1, 9, 6, 1, 7, 3, 4, 7, 2, 1, 9, 1, 1, 2, 0, 8, 2, 7, 6, 6, 4, 6, 3, 6, 3, 4, 6, 9, 7, 3, 9, 0, 1, 6, 4, 1, 3, 0, 7, 5, 0, 0, 7, 4, 0, 6, 6, 3, 0, 6, 0, 2, 1, 0, 9, 9, 5, 5, 9, 1, 9, 4, 6, 9, 1, 8, 0, 1, 2, 4, 7, 7, 4",10,5,10,64,"{9: ([9, 3, 3, 9], '00:40', 0.954), 23: ([7, 3, 4, 7], '01:27', 1.997), 28: ([1, 9, 1, 1], '01:42', 0.848), 32: ([2, 0, 8, 2], '01:55', 1.136), 42: ([6, 3, 4, 6], '02:27', 0.534), 46: ([9, 7, 3, 9], '02:41', 1.278), 51: ([1, 6, 4, 1], '02:57', 0.955), 56: ([0, 7, 5, 0], '03:13', 0.886), 65: ([6, 3, 0, 6], '03:42', 0.914), 74: ([9, 5, 5, 9], '04:11', 0.558)}",4:59,3,"[0.954, 1.997, 0.848, 1.136, 0.534, 1.278, 0.955, 0.886, 0.914, 0.558]","['00:40', '01:27', '01:42', '01:55', '02:27', '02:41', '02:57', '03:13', '03:42', '04:11']"
Sub54_G20_2C,"1, 3, 7, 1, 4, 8, 2, 5, 8, 4, 8, 7, 4, 7, 6, 0, 2, 6, 4, 4, 2, 0, 4, 3, 2, 6, 3, 0, 5, 0, 1, 5, 4, 5, 6, 4, 7, 8, 7, 9, 8, 1, 1, 6, 8, 1, 5, 3, 2, 5, 1, 7, 4, 9, 7, 5, 2, 6, 6, 2, 8, 8, 4, 8, 9, 5, 4, 3, 5, 2, 4, 2, 2, 8, 0, 6, 0, 0, 9, 4, 4, 3, 4, 9, 9, 7, 9, 4, 0, 6, 5, 0",10,4,10,65,"{0: ([1, 3, 7, 1], '00:11', 0.866), 5: ([8, 2, 5, 8], '00:28', 1.083), 9: ([4, 8, 7, 4], '00:41', 1.624), 14: ([6, 0, 2, 6], '00:57', 0.926), 19: ([4, 2, 0, 4], '01:14', 1.72), 28: ([5, 0, 1, 5], '01:43', 2.027), 46: ([5, 3, 2, 5], '02:41', 1.369), 65: ([5, 4, 3, 5], '03:43', 1.629), 79: ([4, 4, 3, 4], '04:28', 1.275), 83: ([9, 9, 7, 9], '04:41', 0.565)}",4:59,3,"[0.866, 1.083, 1.624, 0.926, 1.72, 2.027, 1.369, 1.629, 1.275, 0.565]","['00:11', '00:28', '00:41', '00:57', '01:14', '01:43', '02:41', '03:43', '04:28', '04:41']"
Sub69_B21_1C,"4, 0, 7, 4, 4, 8, 8, 5, 8, 1, 0, 9, 1, 6, 6, 3, 8, 6, 5, 1, 3, 3, 1, 7, 2, 3, 7, 6, 6, 8, 5, 6, 5, 1, 0, 5, 8, 1, 7, 7, 1, 8, 3, 8, 9, 3, 9, 0, 2, 9, 1, 4, 8, 8, 4, 5, 2, 5, 9, 2, 1, 8, 7, 1, 4, 2, 2, 2, 2, 9, 6, 1, 9, 5, 3, 4, 1, 3, 7, 8, 5, 6, 8, 3, 2, 1, 3, 6, 8, 1, 5, 8",20,0,0,69,"{0: ([4, 0, 7, 4], '00:11', 0.577), 5: ([8, 8, 5, 8], '00:27', 0.554), 9: ([1, 0, 9, 1], '00:41', 1.358), 14: ([6, 3, 8, 6], '00:57', 1.583), 19: ([1, 3, 3, 1], '01:12', 0.517), 23: ([7, 2, 3, 7], '01:26', 0.737), 28: ([6, 8, 5, 6], '01:42', 0.909), 32: ([5, 1, 0, 5], '01:55', 0.536), 37: ([1, 7, 7, 1], '02:11', 0.723), 42: ([3, 8, 9, 3], '02:28', 0.963), 46: ([9, 0, 2, 9], '02:41', 0.875), 51: ([4, 8, 8, 4], '02:57', 0.844), 56: ([2, 5, 9, 2], '03:13', 1.039), 60: ([1, 8, 7, 1], '03:26', 0.508), 65: ([2, 2, 2, 2], '03:42', 0.74), 69: ([9, 6, 1, 9], '03:55', 0.593), 74: ([3, 4, 1, 3], '04:11', 0.533), 79: ([8, 5, 6, 8], '04:28', 1.176), 83: ([3, 2, 1, 3], '04:40', 0.467), 88: ([8, 1, 5, 8], '04:57', 0.767)}",4:59,3,"[0.577, 0.554, 1.358, 1.583, 0.517, 0.737, 0.909, 0.536, 0.723, 0.963, 0.875, 0.844, 1.039, 0.508, 0.74, 0.593, 0.533, 1.176, 0.467, 0.767]","['00:11', '00:27', '00:41', '00:57', '01:12', '01:26', '01:42', '01:55', '02:11', '02:28', '02:41', '02:57', '03:13', '03:26', '03:42', '03:55', '04:11', '04:28', '04:40', '04:57']"
Sub69_B21_2C,"1, 6, 5, 1, 2, 2, 6, 7, 2, 7, 0, 5, 7, 1, 1, 3, 9, 1, 4, 4, 0, 9, 4, 2, 2, 2, 2, 1, 4, 0, 3, 4, 5, 0, 3, 5, 4, 1, 0, 8, 1, 2, 4, 9, 8, 4, 3, 9, 7, 3, 0, 9, 0, 4, 9, 8, 2, 1, 7, 2, 9, 2, 4, 9, 3, 1, 6, 0, 1, 3, 8, 3, 3, 5, 4, 4, 0, 4, 5, 3, 2, 8, 3, 8, 6, 2, 8, 8, 4, 9, 3, 4",20,2,0,67,"{0: ([1, 6, 5, 1], '00:11', 0.913), 5: ([2, 6, 7, 2], '00:27', 0.657), 9: ([7, 0, 5, 7], '00:40', 0.69), 14: ([1, 3, 9, 1], '00:57', 1.168), 19: ([4, 0, 9, 4], '01:13', 1.182), 23: ([2, 2, 2, 2], '01:26', 0.69), 28: ([4, 0, 3, 4], '01:42', 1.041), 32: ([5, 0, 3, 5], '01:55', 0.999), 37: ([1, 0, 8, 1], '02:11', 0.991), 42: ([4, 9, 8, 4], '02:28', 0.781), 46: ([3, 9, 7, 3], '02:41', 0.805), 51: ([9, 0, 4, 9], '02:57', 1.029), 56: ([2, 1, 7, 2], '03:13', 0.728), 60: ([9, 2, 4, 9], '03:26', 0.993), 65: ([1, 6, 0, 1], '03:42', 0.556), 69: ([3, 8, 3, 3], '03:55', 0.648), 74: ([4, 4, 0, 4], '04:11', 0.558), 79: ([3, 2, 8, 3], '04:28', 0.722), 83: ([8, 6, 2, 8], '04:41', 0.686), 88: ([4, 9, 3, 4], '04:57', 0.656)}",4:59,3,"[0.913, 0.657, 0.69, 1.168, 1.182, 0.69, 1.041, 0.999, 0.991, 0.781, 0.805, 1.029, 0.728, 0.993, 0.556, 0.648, 0.558, 0.722, 0.686, 0.656]","['00:11', '00:27', '00:40', '00:57', '01:13', '01:26', '01:42', '01:55', '02:11', '02:28', '02:41', '02:57', '03:13', '03:26', '03:42', '03:55', '04:11', '04:28', '04:41', '04:57']"
